destination_country,origin_country,year,value,source,dataset,measure_type,period,analysis_question,reason,sub_reason
Netherlands,Cameroon,2015,22,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Austria,Cameroon,2015,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Poland,Cameroon,2015,20,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Portugal,Cameroon,2015,8,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Romania,Cameroon,2015,12,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Slovenia,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Slovakia,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Finland,Cameroon,2015,44,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Sweden,Cameroon,2015,24,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Iceland,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Liechtenstein,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Norway,Cameroon,2015,24,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Switzerland,Cameroon,2015,37,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
United Kingdom,Cameroon,2015,216,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Serbia,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Belgium,Cameroon,2016,799,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Bulgaria,Cameroon,2016,8,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Czechia,Cameroon,2016,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Denmark,Cameroon,2016,28,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Germany,Cameroon,2016,835,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Estonia,Cameroon,2016,19,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Ireland,Cameroon,2016,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Greece,Cameroon,2016,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Spain,Cameroon,2016,43,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
France,Cameroon,2016,1131,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Croatia,Cameroon,2016,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Italy,Cameroon,2016,194,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Cyprus,Cameroon,2016,10,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Latvia,Cameroon,2016,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Lithuania,Cameroon,2016,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Luxembourg,Cameroon,2016,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Hungary,Cameroon,2016,116,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Malta,Cameroon,2016,22,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Netherlands,Cameroon,2016,23,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Austria,Cameroon,2016,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Poland,Cameroon,2016,26,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Portugal,Cameroon,2016,25,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Romania,Cameroon,2016,19,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Slovenia,Cameroon,2016,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Slovakia,Cameroon,2016,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Finland,Cameroon,2016,34,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Sweden,Cameroon,2016,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Iceland,Cameroon,2016,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Liechtenstein,Cameroon,2016,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Norway,Cameroon,2016,28,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Switzerland,Cameroon,2016,39,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
United Kingdom,Cameroon,2016,171,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Serbia,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Belgium,Cameroon,2017,788,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Bulgaria,Cameroon,2017,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Czechia,Cameroon,2017,10,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Denmark,Cameroon,2017,24,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Germany,Cameroon,2017,614,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Estonia,Cameroon,2017,31,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Ireland,Cameroon,2017,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Greece,Cameroon,2017,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Spain,Cameroon,2017,42,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
France,Cameroon,2017,1379,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Croatia,Cameroon,2017,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Italy,Cameroon,2017,233,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Cyprus,Cameroon,2017,28,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Latvia,Cameroon,2017,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Lithuania,Cameroon,2017,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Luxembourg,Cameroon,2017,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Hungary,Cameroon,2017,87,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Malta,Cameroon,2017,8,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Netherlands,Cameroon,2017,29,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Austria,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Poland,Cameroon,2017,28,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Portugal,Cameroon,2017,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Romania,Cameroon,2017,27,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Slovenia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Slovakia,Cameroon,2017,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Finland,Cameroon,2017,30,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Sweden,Cameroon,2017,37,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Iceland,Cameroon,2017,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Liechtenstein,Cameroon,2017,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Norway,Cameroon,2017,42,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Switzerland,Cameroon,2017,30,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
United Kingdom,Cameroon,2017,145,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Serbia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Belgium,Cameroon,2018,756,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Bulgaria,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Czechia,Cameroon,2018,9,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Denmark,Cameroon,2018,22,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Germany,Cameroon,2018,1040,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Estonia,Cameroon,2018,23,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Ireland,Cameroon,2018,9,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Greece,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Spain,Cameroon,2018,60,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
France,Cameroon,2018,1767,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Croatia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Italy,Cameroon,2018,327,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Cyprus,Cameroon,2018,36,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Latvia,Cameroon,2018,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Lithuania,Cameroon,2018,23,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Luxembourg,Cameroon,2018,13,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Hungary,Cameroon,2018,35,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Malta,Cameroon,2018,27,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Netherlands,Cameroon,2018,34,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Austria,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Poland,Cameroon,2018,37,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Portugal,Cameroon,2018,10,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Romania,Cameroon,2018,60,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Slovenia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Slovakia,Cameroon,2018,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Finland,Cameroon,2018,16,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Sweden,Cameroon,2018,73,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Iceland,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Liechtenstein,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Norway,Cameroon,2018,33,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Switzerland,Cameroon,2018,30,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
United Kingdom,Cameroon,2018,124,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Serbia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Belgium,Cameroon,2019,775,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Bulgaria,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Czechia,Cameroon,2019,12,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Denmark,Cameroon,2019,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Germany,Cameroon,2019,1692,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Estonia,Cameroon,2019,43,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Ireland,Cameroon,2019,12,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Greece,Cameroon,2019,8,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Spain,Cameroon,2019,90,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
France,Cameroon,2019,2048,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Croatia,Cameroon,2019,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Italy,Cameroon,2019,197,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Cyprus,Cameroon,2019,31,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Latvia,Cameroon,2019,20,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Lithuania,Cameroon,2019,69,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Luxembourg,Cameroon,2019,14,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Hungary,Cameroon,2019,25,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Malta,Cameroon,2019,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Netherlands,Cameroon,2019,36,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Austria,Cameroon,2019,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Poland,Cameroon,2019,34,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Portugal,Cameroon,2019,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Romania,Cameroon,2019,59,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Slovenia,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Slovakia,Cameroon,2019,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Finland,Cameroon,2019,9,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Sweden,Cameroon,2019,112,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Iceland,Cameroon,2019,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Liechtenstein,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Norway,Cameroon,2019,37,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Switzerland,Cameroon,2019,24,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
United Kingdom,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Serbia,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,education,not_applicable
Belgium,Cameroon,2020,665,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Bulgaria,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Czechia,Cameroon,2020,14,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Denmark,Cameroon,2020,16,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Germany,Cameroon,2020,1317,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Estonia,Cameroon,2020,8,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Ireland,Cameroon,2020,6,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Greece,Cameroon,2020,3,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Spain,Cameroon,2020,104,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
France,Cameroon,2020,2062,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Croatia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Italy,Cameroon,2020,58,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Cyprus,Cameroon,2020,22,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Latvia,Cameroon,2020,55,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Lithuania,Cameroon,2020,52,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Luxembourg,Cameroon,2020,7,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Hungary,Cameroon,2020,9,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Malta,Cameroon,2020,3,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Netherlands,Cameroon,2020,41,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Austria,Cameroon,2020,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Poland,Cameroon,2020,47,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Portugal,Cameroon,2020,10,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Romania,Cameroon,2020,49,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Slovenia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Slovakia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Finland,Cameroon,2020,41,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Sweden,Cameroon,2020,110,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Iceland,Cameroon,2020,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Liechtenstein,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Norway,Cameroon,2020,16,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Switzerland,Cameroon,2020,33,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
United Kingdom,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Serbia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Belgium,Cameroon,2021,1441,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Bulgaria,Cameroon,2021,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Czechia,Cameroon,2021,23,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Denmark,Cameroon,2021,24,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Germany,Cameroon,2021,1292,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Estonia,Cameroon,2021,14,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Ireland,Cameroon,2021,11,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Greece,Cameroon,2021,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Spain,Cameroon,2021,103,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
France,Cameroon,2021,2978,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Croatia,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Italy,Cameroon,2021,134,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Cyprus,Cameroon,2021,29,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Latvia,Cameroon,2021,142,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Lithuania,Cameroon,2021,70,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Luxembourg,Cameroon,2021,35,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Hungary,Cameroon,2021,15,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Malta,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Netherlands,Cameroon,2021,41,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Austria,Cameroon,2021,4,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Poland,Cameroon,2021,57,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Portugal,Cameroon,2021,15,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Romania,Cameroon,2021,44,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Slovenia,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Slovakia,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Finland,Cameroon,2021,49,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Sweden,Cameroon,2021,61,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Iceland,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Liechtenstein,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Norway,Cameroon,2021,15,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Switzerland,Cameroon,2021,32,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
United Kingdom,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Serbia,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,education,not_applicable
Belgium,Cameroon,2022,921,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Bulgaria,Cameroon,2022,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Czechia,Cameroon,2022,19,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Denmark,Cameroon,2022,24,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Germany,Cameroon,2022,1348,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Estonia,Cameroon,2022,7,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Ireland,Cameroon,2022,19,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Greece,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Spain,Cameroon,2022,102,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
France,Cameroon,2022,3656,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Croatia,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Italy,Cameroon,2022,220,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Cyprus,Cameroon,2022,13,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Latvia,Cameroon,2022,141,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Lithuania,Cameroon,2022,83,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Luxembourg,Cameroon,2022,60,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Hungary,Cameroon,2022,21,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Malta,Cameroon,2022,6,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Netherlands,Cameroon,2022,39,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Austria,Cameroon,2022,5,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Poland,Cameroon,2022,45,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Portugal,Cameroon,2022,5,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Romania,Cameroon,2022,44,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Slovenia,Cameroon,2022,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Slovakia,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Finland,Cameroon,2022,95,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
