destination_country,origin_country,year,value,source,dataset,measure_type,period,analysis_question,reason,sub_reason
Serbia,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Belgium,Cameroon,2020,32,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Bulgaria,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Czechia,Cameroon,2020,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Denmark,Cameroon,2020,17,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Germany,Cameroon,2020,119,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Estonia,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Ireland,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Greece,Cameroon,2020,3,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Spain,Cameroon,2020,143,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
France,Cameroon,2020,346,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Croatia,Cameroon,2020,7,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Italy,Cameroon,2020,13,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Cyprus,Cameroon,2020,4,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Latvia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Lithuania,Cameroon,2020,5,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Luxembourg,Cameroon,2020,22,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Hungary,Cameroon,2020,7,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Malta,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Netherlands,Cameroon,2020,13,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Austria,Cameroon,2020,4,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Poland,Cameroon,2020,18,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Portugal,Cameroon,2020,13,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Romania,Cameroon,2020,3,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Slovenia,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Slovakia,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Finland,Cameroon,2020,31,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Sweden,Cameroon,2020,28,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Iceland,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Liechtenstein,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Norway,Cameroon,2020,6,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Switzerland,Cameroon,2020,9,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
United Kingdom,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Serbia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Belgium,Cameroon,2021,49,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Bulgaria,Cameroon,2021,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Czechia,Cameroon,2021,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Denmark,Cameroon,2021,12,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Germany,Cameroon,2021,236,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Estonia,Cameroon,2021,4,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Ireland,Cameroon,2021,4,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Greece,Cameroon,2021,8,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Spain,Cameroon,2021,217,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
France,Cameroon,2021,443,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Croatia,Cameroon,2021,7,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Italy,Cameroon,2021,42,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Cyprus,Cameroon,2021,4,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Latvia,Cameroon,2021,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Lithuania,Cameroon,2021,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Luxembourg,Cameroon,2021,22,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Hungary,Cameroon,2021,3,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Malta,Cameroon,2021,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Netherlands,Cameroon,2021,13,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Austria,Cameroon,2021,5,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Poland,Cameroon,2021,37,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Portugal,Cameroon,2021,31,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Romania,Cameroon,2021,27,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Slovenia,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Slovakia,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Finland,Cameroon,2021,35,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Sweden,Cameroon,2021,38,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Iceland,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Liechtenstein,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Norway,Cameroon,2021,4,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Switzerland,Cameroon,2021,15,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
United Kingdom,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Serbia,Cameroon,2021,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,work,not_applicable
Belgium,Cameroon,2022,41,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Bulgaria,Cameroon,2022,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Czechia,Cameroon,2022,6,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Denmark,Cameroon,2022,23,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Germany,Cameroon,2022,310,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Estonia,Cameroon,2022,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Ireland,Cameroon,2022,18,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Greece,Cameroon,2022,5,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Spain,Cameroon,2022,256,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
France,Cameroon,2022,547,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Croatia,Cameroon,2022,7,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Italy,Cameroon,2022,58,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Cyprus,Cameroon,2022,11,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Latvia,Cameroon,2022,3,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Lithuania,Cameroon,2022,3,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Luxembourg,Cameroon,2022,30,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Hungary,Cameroon,2022,7,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Malta,Cameroon,2022,6,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Netherlands,Cameroon,2022,27,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Austria,Cameroon,2022,5,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Poland,Cameroon,2022,51,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Portugal,Cameroon,2022,20,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Romania,Cameroon,2022,61,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Slovenia,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Slovakia,Cameroon,2022,6,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Finland,Cameroon,2022,55,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Sweden,Cameroon,2022,54,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Iceland,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Liechtenstein,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Norway,Cameroon,2022,3,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Switzerland,Cameroon,2022,27,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
United Kingdom,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Serbia,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Belgium,Cameroon,2023,38,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Bulgaria,Cameroon,2023,15,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Czechia,Cameroon,2023,8,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Denmark,Cameroon,2023,14,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Germany,Cameroon,2023,328,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Estonia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Ireland,Cameroon,2023,20,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Greece,Cameroon,2023,5,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Spain,Cameroon,2023,202,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
France,Cameroon,2023,688,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Croatia,Cameroon,2023,33,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Italy,Cameroon,2023,21,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Cyprus,Cameroon,2023,7,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Latvia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Lithuania,Cameroon,2023,13,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Luxembourg,Cameroon,2023,34,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Hungary,Cameroon,2023,6,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Malta,Cameroon,2023,7,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Netherlands,Cameroon,2023,21,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Austria,Cameroon,2023,7,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Poland,Cameroon,2023,51,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Portugal,Cameroon,2023,17,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Romania,Cameroon,2023,127,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Slovenia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Slovakia,Cameroon,2023,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Finland,Cameroon,2023,58,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Sweden,Cameroon,2023,29,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Iceland,Cameroon,2023,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Liechtenstein,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Norway,Cameroon,2023,4,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Switzerland,Cameroon,2023,28,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
United Kingdom,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Serbia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Belgium,Cameroon,2024,41,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Bulgaria,Cameroon,2024,8,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Czechia,Cameroon,2024,5,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Denmark,Cameroon,2024,16,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Germany,Cameroon,2024,301,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Estonia,Cameroon,2024,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Ireland,Cameroon,2024,11,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Greece,Cameroon,2024,39,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Spain,Cameroon,2024,138,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
France,Cameroon,2024,608,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Croatia,Cameroon,2024,15,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Italy,Cameroon,2024,21,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Cyprus,Cameroon,2024,15,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Latvia,Cameroon,2024,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Lithuania,Cameroon,2024,15,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Luxembourg,Cameroon,2024,43,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Hungary,Cameroon,2024,13,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Malta,Cameroon,2024,4,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Netherlands,Cameroon,2024,18,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Austria,Cameroon,2024,8,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Poland,Cameroon,2024,39,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Portugal,Cameroon,2024,49,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Romania,Cameroon,2024,66,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Slovenia,Cameroon,2024,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Slovakia,Cameroon,2024,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Finland,Cameroon,2024,43,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Sweden,Cameroon,2024,21,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Iceland,Cameroon,2024,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Liechtenstein,Cameroon,2024,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Norway,Cameroon,2024,4,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Switzerland,Cameroon,2024,19,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
United Kingdom,Cameroon,2024,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Serbia,Cameroon,2024,7,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,work,not_applicable
Belgium,Cameroon,2015,179,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Bulgaria,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Czechia,Cameroon,2015,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Denmark,Cameroon,2015,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Germany,Cameroon,2015,71,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Estonia,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Ireland,Cameroon,2015,66,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Greece,Cameroon,2015,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Spain,Cameroon,2015,27,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
France,Cameroon,2015,779,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Croatia,Cameroon,2015,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Italy,Cameroon,2015,90,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Cyprus,Cameroon,2015,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Latvia,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Lithuania,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Luxembourg,Cameroon,2015,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Hungary,Cameroon,2015,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Malta,Cameroon,2015,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Netherlands,Cameroon,2015,21,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Austria,Cameroon,2015,59,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Poland,Cameroon,2015,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Portugal,Cameroon,2015,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Romania,Cameroon,2015,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Slovenia,Cameroon,2015,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Slovakia,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Finland,Cameroon,2015,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Sweden,Cameroon,2015,32,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Iceland,Cameroon,2015,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Liechtenstein,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Norway,Cameroon,2015,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Switzerland,Cameroon,2015,30,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
United Kingdom,Cameroon,2015,264,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Serbia,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Belgium,Cameroon,2016,180,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Bulgaria,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Czechia,Cameroon,2016,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Denmark,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Germany,Cameroon,2016,131,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Estonia,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Ireland,Cameroon,2016,44,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Greece,Cameroon,2016,9,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Spain,Cameroon,2016,40,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
France,Cameroon,2016,877,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Croatia,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Italy,Cameroon,2016,1164,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Cyprus,Cameroon,2016,12,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Latvia,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Lithuania,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Luxembourg,Cameroon,2016,10,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Hungary,Cameroon,2016,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Malta,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Netherlands,Cameroon,2016,27,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Austria,Cameroon,2016,62,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Poland,Cameroon,2016,13,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Portugal,Cameroon,2016,13,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Romania,Cameroon,2016,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Slovenia,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Slovakia,Cameroon,2016,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Finland,Cameroon,2016,31,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Sweden,Cameroon,2016,31,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Iceland,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Liechtenstein,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Norway,Cameroon,2016,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Switzerland,Cameroon,2016,27,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
United Kingdom,Cameroon,2016,217,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Serbia,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Belgium,Cameroon,2017,201,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Bulgaria,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Czechia,Cameroon,2017,9,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Denmark,Cameroon,2017,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Germany,Cameroon,2017,201,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Estonia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Ireland,Cameroon,2017,34,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Greece,Cameroon,2017,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
Spain,Cameroon,2017,26,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,other,not_applicable
